Nome do Medicamento,Validade,Valor,Fabricante
Dipirona 1g,22/04/2024,"R$ 4,99",Pfizer
Dipirona 1g,22/11/2024,"R$ 4,99",Pfizer
Dipirona 1g,17/04/2025,"R$ 4,99",Pfizer
Dipirona 1g,22/02/2026,"R$ 4,99",Pfizer
Dipirona 1g,09/05/2023,"R$ 4,99",Pfizer
Dipirona 1g,31/07/2024,"R$ 4,99",Pfizer
Dipirona 1g,11/12/2023,"R$ 4,99",Pfizer
Dipirona 1g,05/05/2024,"R$ 4,99",Pfizer
Dipirona 1g,29/09/2025,"R$ 4,99",Pfizer
Dipirona 1g,22/07/2025,"R$ 4,99",Pfizer
Dipirona 1g,22/01/2024,"R$ 4,99",Pfizer
Dipirona 1g,01/02/2026,"R$ 4,99",Bayer
Dipirona 1g,04/02/2025,"R$ 4,99",Farmanguinhos
Dipirona 1g,11/08/2024,"R$ 4,99",Pfizer
Dipirona 1g,08/03/2025,"R$ 4,99",Bayer
Dipirona 1g,19/10/2023,"R$ 4,99",
Dipirona 1g,06/01/2025,"R$ 4,99",Pfizer
Dipirona 1g,08/03/2026,"R$ 4,99",Bayer
Dipirona 1g,21/10/2025,"R$ 4,99",Farmanguinhos
Dipirona 1g,18/11/2024,"R$ 4,99",Pfizer
Dipirona 1g,23/09/2024,"R$ 4,99",Bayer
Dipirona 1g,01/09/2023,"R$ 4,99",Farmanguinhos
Dipirona 1g,20/04/2024,"R$ 4,99",Pfizer
Dipirona 1g,21/08/2025,"R$ 4,99",Bayer
Dipirona 1g,13/04/2024,"R$ 4,99",Farmanguinhos
Dipirona 1g,23/12/2025,"R$ 4,99",Pfizer
Dipirona 1g,09/06/2024,"R$ 4,99",Bayer
Dipirona 1g,11/05/2024,"R$ 4,99",Farmanguinhos
Dipirona 1g,18/12/2023,"R$ 4,99",Pfizer
Dipirona 1g,22/07/2024,"R$ 4,99",Bayer
Dipirona 1g,13/10/2023,"R$ 4,99",Farmanguinhos
Dipirona 1g,02/03/2025,"R$ 4,99",Pfizer
Dipirona 1g,26/03/2026,"R$ 4,99",Bayer
Dipirona 1g,05/02/2025,"R$ 4,99",Farmanguinhos
Dipirona 1g,28/11/2023,"R$ 4,99",Pfizer
Dipirona 1g,13/08/2023,"R$ 4,99",Bayer
Dipirona 1g,06/10/2023,"R$ 4,99",Farmanguinhos
Dipirona 1g,09/08/2024,"R$ 4,99",Pfizer
Dipirona 1g,30/09/2025,"R$ 4,99",Bayer
Dipirona 1g,22/02/2025,"R$ 4,99",Farmanguinhos
Dipirona 1g,29/09/2023,"R$ 4,99",Pfizer
Dipirona 1g,20/11/2025,"R$ 4,99",Bayer
Dipirona 1g,19/02/2024,"R$ 4,99",Farmanguinhos
Doril 3mg,14/01/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,02/07/2023,"R$ 9,49",
Doril 3mg,30/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,17/01/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,09/11/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,25/04/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,20/12/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,16/11/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,09/04/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,14/04/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,21/10/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,31/12/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,12/03/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,06/07/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,28/12/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,11/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,20/02/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,01/01/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,30/07/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,21/02/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,12/11/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,20/01/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,25/12/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,08/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,22/05/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,24/09/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,16/08/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,30/08/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,29/10/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,13/11/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,02/01/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,15/01/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,27/05/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,29/08/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,02/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,03/09/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,06/07/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,22/12/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,11/09/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,28/08/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,12/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,14/05/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,24/02/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,05/01/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,27/02/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,12/07/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,27/09/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,11/03/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,20/02/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,14/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,24/11/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,30/05/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,22/09/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,05/12/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,04/04/2024,"R$ 9,49",
Doril 3mg,04/08/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,31/01/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,15/07/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,22/04/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,05/07/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,06/08/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,08/03/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,20/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,06/12/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,08/09/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,10/06/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,10/12/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,19/09/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,17/03/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,02/05/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,07/12/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,06/05/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,03/12/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,31/01/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,24/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,21/06/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,24/07/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,04/01/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,16/05/2025,"R$ 9,49",
Doril 3mg,19/02/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,13/10/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,30/07/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,22/03/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,08/07/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,22/10/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,01/06/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,12/02/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,20/09/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,08/10/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,02/02/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,18/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,26/08/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,12/03/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,20/10/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,20/01/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,25/12/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,14/04/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,27/12/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,02/06/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,04/07/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,09/06/2024,"R$ 9,49",Novartis
Doril 3mg,04/03/2026,"R$ 9,49",Novartis
Doril 3mg,13/11/2025,"R$ 9,49",Novartis
Doril 3mg,09/10/2023,"R$ 9,49",Novartis
Doril 3mg,10/04/2023,"R$ 9,49",Novartis
Doril 3mg,17/01/2026,"R$ 9,49",Novartis
Doril 3mg,22/06/2023,"R$ 9,49",Novartis
Doril 3mg,23/03/2024,"R$ 9,49",Novartis
Doril 3mg,24/10/2024,"R$ 9,49",Novartis
Doril 3mg,22/08/2025,"R$ 9,49",Novartis
Doril 3mg,17/10/2025,"R$ 9,49",Novartis
Doril 3mg,14/04/2026,"R$ 9,49",Novartis
Doril 3mg,20/08/2025,"R$ 9,49",Novartis
Doril 3mg,17/10/2024,"R$ 9,49",Novartis
Doril 3mg,13/03/2024,"R$ 9,49",Novartis
Doril 3mg,15/10/2023,"R$ 9,49",Novartis
Doril 3mg,02/09/2024,"R$ 9,49",Novartis
Doril 3mg,31/03/2025,"R$ 9,49",Novartis
Doril 3mg,07/10/2025,"R$ 9,49",Novartis
Doril 3mg,29/12/2025,"R$ 9,49",Novartis
Doril 3mg,30/11/2023,"R$ 9,49",Novartis
Doril 3mg,27/11/2025,"R$ 9,49",Novartis
Doril 3mg,26/12/2025,"R$ 9,49",Novartis
Doril 3mg,26/01/2024,"R$ 9,49",Novartis
Doril 3mg,19/04/2025,"R$ 9,49",Novartis
Doril 3mg,16/11/2025,"R$ 9,49",Novartis
Doril 3mg,27/04/2025,"R$ 9,49",Novartis
Doril 3mg,20/07/2023,"R$ 9,49",Novartis
Doril 3mg,23/01/2025,"R$ 9,49",Novartis
Doril 3mg,11/07/2025,"R$ 9,49",Novartis
Doril 3mg,28/04/2024,"R$ 9,49",Novartis
Doril 3mg,26/03/2026,"R$ 9,49",Novartis
Doril 3mg,17/10/2024,"R$ 9,49",Novartis
Doril 3mg,26/11/2023,"R$ 9,49",Novartis
Doril 3mg,08/06/2025,"R$ 9,49",Novartis
Doril 3mg,22/06/2023,"R$ 9,49",Novartis
Doril 3mg,22/05/2025,"R$ 9,49",Novartis
Doril 3mg,10/09/2024,"R$ 9,49",Novartis
Doril 3mg,29/03/2026,"R$ 9,49",Novartis
Doril 3mg,02/10/2025,"R$ 9,49",Novartis
Doril 3mg,08/10/2025,"R$ 9,49",Novartis
Doril 3mg,12/07/2024,"R$ 9,49",Novartis
Doril 3mg,03/07/2025,"R$ 9,49",Novartis
Doril 3mg,30/01/2026,"R$ 9,49",Novartis
Doril 3mg,02/07/2023,"R$ 9,49",Novartis
Doril 3mg,18/09/2025,"R$ 9,49",Novartis
Doril 3mg,21/11/2023,"R$ 9,49",Novartis
Doril 3mg,07/09/2025,"R$ 9,49",Novartis
Doril 3mg,24/04/2025,"R$ 9,49",Novartis
Doril 3mg,17/08/2024,"R$ 9,49",Novartis
Doril 3mg,26/05/2023,"R$ 9,49",Novartis
Doril 3mg,06/12/2024,"R$ 9,49",Novartis
Doril 3mg,08/05/2024,"R$ 9,49",Novartis
Doril 3mg,18/03/2025,"R$ 9,49",Novartis
Doril 3mg,15/11/2024,"R$ 9,49",Novartis
Doril 3mg,09/04/2024,"R$ 9,49",Novartis
Doril 3mg,16/08/2025,"R$ 9,49",Novartis
Doril 3mg,03/06/2023,"R$ 9,49",Novartis
Doril 3mg,01/07/2024,"R$ 9,49",Novartis
Doril 3mg,17/09/2024,"R$ 9,49",Novartis
Doril 3mg,31/10/2025,"R$ 9,49",Novartis
Doril 3mg,22/05/2024,"R$ 9,49",Novartis
Doril 3mg,26/10/2024,"R$ 9,49",Novartis
Doril 3mg,28/05/2024,"R$ 9,49",Novartis
Doril 3mg,18/02/2025,"R$ 9,49",Novartis
Doril 3mg,24/06/2025,"R$ 9,49",Novartis
Doril 3mg,16/06/2023,"R$ 9,49",Novartis
Doril 3mg,23/04/2025,"R$ 9,49",Novartis
Doril 3mg,01/12/2025,"R$ 9,49",Novartis
Doril 3mg,31/12/2025,"R$ 9,49",
Doril 3mg,28/04/2025,"R$ 9,49",Novartis
Doril 3mg,09/08/2024,"R$ 9,49",Novartis
Doril 3mg,04/12/2023,"R$ 9,49",Novartis
Doril 3mg,11/09/2025,"R$ 9,49",Novartis
Doril 3mg,27/12/2023,"R$ 9,49",Novartis
Doril 3mg,02/02/2025,"R$ 9,49",Novartis
Doril 3mg,30/01/2025,"R$ 9,49",Novartis
Doril 3mg,16/10/2024,"R$ 9,49",Novartis
Doril 3mg,22/01/2024,"R$ 9,49",Novartis
Doril 3mg,09/04/2025,"R$ 9,49",Novartis
Doril 3mg,22/02/2026,"R$ 9,49",Novartis
Doril 3mg,07/09/2024,"R$ 9,49",Novartis
Doril 3mg,16/06/2025,"R$ 9,49",Novartis
Doril 3mg,30/03/2024,"R$ 9,49",Novartis
Doril 3mg,01/11/2023,"R$ 9,49",Novartis
Doril 3mg,28/06/2023,"R$ 9,49",Novartis
Doril 3mg,03/09/2023,"R$ 9,49",Novartis
Doril 3mg,26/08/2023,"R$ 9,49",Novartis
Doril 3mg,19/12/2025,"R$ 9,49",Novartis
Doril 3mg,20/01/2026,"R$ 9,49",Novartis
Doril 3mg,14/09/2024,"R$ 9,49",Novartis
Doril 3mg,14/10/2024,"R$ 9,49",Novartis
Doril 3mg,05/03/2025,"R$ 9,49",Novartis
Doril 3mg,23/08/2024,"R$ 9,49",Novartis
Doril 3mg,22/05/2024,"R$ 9,49",Novartis
Doril 3mg,19/08/2023,"R$ 9,49",Novartis
Doril 3mg,11/05/2025,"R$ 9,49",Novartis
Doril 3mg,22/11/2025,"R$ 9,49",Novartis
Doril 3mg,12/06/2024,"R$ 9,49",Novartis
Doril 3mg,11/10/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,16/01/2025,"R$ 9,49",Novartis
Doril 3mg,29/10/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,27/01/2024,"R$ 9,49",Novartis
Doril 3mg,21/02/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,21/12/2025,"R$ 9,49",Novartis
Doril 3mg,30/09/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,04/01/2025,"R$ 9,49",Novartis
Doril 3mg,17/04/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,08/06/2023,"R$ 9,49",Novartis
Doril 3mg,11/12/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,15/10/2025,"R$ 9,49",Novartis
Doril 3mg,17/10/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,15/08/2023,"R$ 9,49",Novartis
Doril 3mg,12/03/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,20/10/2025,"R$ 9,49",Novartis
Doril 3mg,31/12/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,25/07/2025,"R$ 9,49",Novartis
Doril 3mg,03/01/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,24/03/2026,"R$ 9,49",Novartis
Doril 3mg,04/12/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,29/05/2025,"R$ 9,49",Novartis
Doril 3mg,13/04/2026,"R$ 9,49",Hypera Pharma
Doril 3mg,21/12/2023,"R$ 9,49",Novartis
Doril 3mg,28/08/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,01/07/2024,"R$ 9,49",Novartis
Doril 3mg,23/04/2025,"R$ 9,49",Hypera Pharma
Doril 3mg,02/04/2026,"R$ 9,49",Novartis
Doril 3mg,30/07/2024,"R$ 9,49",Hypera Pharma
Doril 3mg,09/12/2024,"R$ 9,49",Novartis
Doril 3mg,23/04/2023,"R$ 9,49",Hypera Pharma
Doril 3mg,21/12/2025,"R$ 9,49",Novartis
Nimesulida 10mg,27/05/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,11/09/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,01/06/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,24/03/2026,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,19/04/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,14/05/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,31/12/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,28/05/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,14/04/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,04/03/2026,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,21/08/2025,"R$ 4,50",
Nimesulida 10mg,10/07/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,11/08/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,22/11/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,27/05/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,27/06/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,17/07/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,06/02/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,01/10/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,11/02/2026,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,27/11/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,11/03/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,25/07/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,30/03/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,08/10/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,03/07/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,27/06/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,16/03/2026,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,23/12/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,29/03/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,16/09/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,09/01/2026,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,28/07/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,07/07/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,19/06/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,27/03/2026,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,25/11/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,04/07/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,31/08/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,11/01/2026,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,23/12/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,15/05/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,12/11/2023,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,03/04/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,16/01/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,10/08/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,20/05/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,05/11/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,17/08/2024,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,03/08/2025,"R$ 4,50",Aché Laboratórios
Nimesulida 10mg,10/08/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,18/04/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,09/07/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,16/05/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,17/07/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,05/10/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,12/10/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,29/06/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,15/05/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,30/08/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,29/04/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,11/08/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,13/11/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,11/02/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,21/02/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,27/07/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,20/08/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,09/10/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,08/11/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,15/11/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,06/04/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,19/12/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,07/05/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,27/04/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,23/01/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,27/12/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,10/01/2026,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,26/01/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,11/04/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,08/04/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,28/08/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,14/01/2026,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,01/11/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,15/04/2026,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,25/04/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,24/12/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,21/03/2026,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,12/09/2025,"R$ 4,50",
Nimesulida 10mg,30/01/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,30/07/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,21/08/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,05/02/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,05/07/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,24/01/2026,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,29/09/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,14/01/2026,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,20/12/2025,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,24/01/2026,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,31/05/2024,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,31/08/2023,"R$ 4,50",Biolab Sanus Farmacêutica
Nimesulida 10mg,11/01/2026,"R$ 4,50",Eurofarma
Nimesulida 10mg,24/06/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,22/08/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,16/01/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,24/10/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,26/02/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,09/04/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,29/03/2026,"R$ 4,50",Eurofarma
Nimesulida 10mg,04/04/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,24/11/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,08/04/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,04/12/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,18/03/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,03/12/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,30/07/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,23/07/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,04/08/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,14/05/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,20/08/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,20/11/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,27/01/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,05/04/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,08/11/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,04/06/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,26/10/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,13/10/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,17/02/2026,"R$ 4,50",Eurofarma
Nimesulida 10mg,31/03/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,22/12/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,26/04/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,09/03/2026,"R$ 4,50",Eurofarma
Nimesulida 10mg,06/08/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,18/11/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,23/08/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,19/09/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,11/07/2023,"R$ 4,50",Eurofarma
Nimesulida 10mg,27/04/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,04/07/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,01/09/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,12/03/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,11/08/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,10/06/2025,"R$ 4,50",Eurofarma
Nimesulida 10mg,20/03/2024,"R$ 4,50",Eurofarma
Nimesulida 10mg,11/04/2024,"R$ 4,50",Eurofarma
